Entity,Definition,Images
Escalator,An escalator is a moving staircase which carries people between floors of a building or structure.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/%22Curved%22_escalator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/-60wiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/1996.164.10-23_bw_SL1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Copenhagen_Metro_escalators.jpg']"
Coal fuel,Not found on Wikipedia,['Image not found']
Heterochromia,Not found on Wikipedia,['Image not found']
Muscle,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
Velooty,Not found on Wikipedia,['Image not found']
Barbiturate,Barbiturates are a class of depressant drugs that are chemically derived from barbituric acid.,"['https://upload.wikimedia.org/wikipedia/commons/0/0e/Barbiturate_2018.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Barbiturates_generic_numbered.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Barbituric-acid-structural.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Z 6,Not found on Wikipedia,['Image not found']
Lack of water,Not found on Wikipedia,['Image not found']
Ftomfem,Not found on Wikipedia,['Image not found']
Balloon,"A balloon is a flexible bag that can be inflated with a gas, such as helium, hydrogen, nitrous oxide, oxygen, and air.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/2018_First_of_May_in_Helsinki_%2847782051631%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Balloonsanimals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Congrats_bqt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Dopey_Balloon_Twisting_Table_Centerpiece_for_Rays_Draft_Room.jpg']"
Hot water,Not found on Wikipedia,['Image not found']
Gallbladder,"In vertebrates, the gallbladder, also known as the cholecyst, is a small hollow organ where bile is stored and concentrated before it is released into the small intestine.","['https://upload.wikimedia.org/wikipedia/commons/d/de/2425_Gallbladder.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Biliary_system_multilingual.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Gallbladder_%28organ%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Gallbladder_-_intermed_mag.jpg']"
Sea level rise,"Between 1901 and 2018, the average global sea level rose by 15–25 cm (6–10 in), or 1–2 mm per year.","['https://upload.wikimedia.org/wikipedia/commons/a/a9/1950-_High_tide_flooding%2C_by_year_-_NOAA_tide_gauges_%28U.S.%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/20091011%E6%9D%BE%E5%B7%9D%E6%B5%A6.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/2015-2100_Impacts_of_global_warming_on_glaciers_and_sea_level_rise.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/20190708_Stripe_graphic_of_sea_level_change_%281880-2013%29_Richard_Selwyn_Jones.png', 'https://upload.wikimedia.org/wikipedia/commons/8/89/20210125_The_Cryosphere_-_Floating_and_grounded_ice_-_imbalance_-_climate_change.png']"
Litre of blood,Not found on Wikipedia,['Image not found']
Walking,Walking (also known as ambulation) is one of the main gaits of terrestrial locomotion among legged animals.,"['https://upload.wikimedia.org/wikipedia/commons/c/cd/0_15e16_17027a85_orig.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/1987WorldCupTrials.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/CGI_Human_Walk.jpg']"
Processing coal,Not found on Wikipedia,['Image not found']
Smoken,Not found on Wikipedia,['Image not found']
Genetica,Genetica is a peer-reviewed scientific journal covering research in genetics and evolutionary biology.,"['https://upload.wikimedia.org/wikipedia/commons/e/ed/Book_Hexagonal_Icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/DNA_stub.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Lock-red-alt-2.svg']"
Efldence,Not found on Wikipedia,['Image not found']
Power switch,Not found on Wikipedia,['Image not found']
NaOH,Not found on Wikipedia,['Image not found']
Pesticide,Pesticides are substances that are meant to control pests.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Cholinergic_synapse-de.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Cropduster_spraying_pesticides.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Latin phrase,Not found on Wikipedia,['Image not found']
Buriganga River pollution,Not found on Wikipedia,['Image not found']
Ltoically,Not found on Wikipedia,['Image not found']
Coming out,"Coming out of the closet, often shortened to coming out, is a metaphor used to describe LGBT people's self-disclosure of their sexual orientation, romantic orientation or gender identity.","['https://upload.wikimedia.org/wikipedia/commons/9/96/25_April_2017_-_LGBT_Movement_%2834385845005%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Karl_Heinrich_Ulrichs.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Nuvola_LGBT_flag.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Recreation,"Recreation is an activity of leisure, leisure being discretionary time.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Gaming_Board_Inscribed_for_Amenhotep_III_with_Separate_Sliding_Drawer%2C_ca._1390-1353_B.C.E.%2C49.56a-b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Lascaux_painting.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Mennonite_Women_Dressmaking_Pennsylvania_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
C01,Not found on Wikipedia,['Image not found']
1he other hand,Not found on Wikipedia,['Image not found']
Narcotics Control Act,Not found on Wikipedia,['Image not found']
Paper recycling,The recycling of paper is the process by which waste paper is turned into new paper products.,"['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Deutsche_Bahn_M%C3%BClltrennung_-_Papier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/India_-_Varanasi_paper_bag_maker_-_0078.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Make_a_difference%2C_understanding_Pendleton%27s_recycling_program_DVIDS536228.jpg']"
Rafik,Rafik is the given name of:,['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg']
Recallive gene,Not found on Wikipedia,['Image not found']
Electric charge,Electric charge is the physical property of matter that causes matter to experience a force when placed in an electromagnetic field.,"['https://upload.wikimedia.org/wikipedia/commons/0/04/Bcoulomb.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Electric_field_point_lines_equipotentials.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/OiintLaTeX.svg']"
Power station,"A power station, also referred to as a power plant and sometimes generating station or generating plant, is an industrial facility for the generation of electric power.","['https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Cooling_tower_power_station_Dresden.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/DSCN1028.JPG']"
Nutrient,"A nutrient is a substance used by an organism to survive, grow, and reproduce.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Pending-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Osteomalacia,"Osteomalacia is a disease characterized by the softening of the bones caused by impaired bone metabolism primarily due to inadequate levels of available phosphate, calcium, and vitamin D, or because of resorption of calcium.","['https://upload.wikimedia.org/wikipedia/commons/6/62/Calcitriol.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Metabolism_of_calcium_and_phosphate_and_hormones.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Fire extinguishing,Not found on Wikipedia,['Image not found']
ItconlrllCtS,Not found on Wikipedia,['Image not found']
Nutri-tional,Not found on Wikipedia,['Image not found']
Mitosis,"In cell biology, mitosis () is a part of the cell cycle in which replicated chromosomes are separated into two new nuclei.","['https://upload.wikimedia.org/wikipedia/commons/9/91/Anaphase_IF.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Anaphase_during_Mitosis.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Animal_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Atypical_mitosis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/CONDENSING_CHROMOSOMES_2.jpg']"
Unisex glove,Not found on Wikipedia,['Image not found']
Positron emission tomography,"Positron emission tomography (PET) is a functional imaging technique that uses radioactive substances known as radiotracers to visualize and measure changes in metabolic processes, and in other physiological activities including blood flow, regional chemical composition, and absorption.","['https://upload.wikimedia.org/wikipedia/commons/c/c4/16slicePETCT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/ECAT-Exact-HR--PET-Scanner.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg']"
Favourablevariation,Not found on Wikipedia,['Image not found']
Evolutionary biology,"Evolutionary biology is the subfield of biology that studies the evolutionary processes (natural selection, common descent, speciation) that produced the diversity of life on Earth.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Darwin%27s_finches_by_Gould.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/OrthoMaM_v10b_2019_116genera_circular_tree.svg']"
FNcreulng,Not found on Wikipedia,['Image not found']
Weekly magazine,Not found on Wikipedia,['Image not found']
Filmmaking,Filmmaking or film production is the process by which a motion picture is produced.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Filminspelning_-_Ystad-2022.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Mahmoud_Zulfikar%2C_1968.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Wind velocity,Not found on Wikipedia,['Image not found']
Bea'ffh,Not found on Wikipedia,['Image not found']
Other causes of death,Not found on Wikipedia,['Image not found']
N806,Not found on Wikipedia,['Image not found']
Pistachio,"The pistachio (, Pistacia vera), a member of the cashew family, is a small tree originating from an area that includes Afghanistan, Central Asia, and Iran.","['https://upload.wikimedia.org/wikipedia/commons/5/52/860631-Pistachio-IMG_6862-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Cezerye_with_pistachio_nuts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Dormant_Pistachios_in_California.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Feuilles_de_pistachier.jpg']"
Weetbering,Not found on Wikipedia,['Image not found']
Nickel,Nickel is a chemical element with symbol Ni and atomic number 28.,"['https://upload.wikimedia.org/wikipedia/commons/f/ff/Color_of_various_Ni%28II%29_complexes_in_aqueous_solution.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Cubic-face-centered.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Evolution_minerai_nickel.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg']"
Coal,"Coal is a combustible black or brownish-black sedimentary rock, formed as rock strata called coal seams.","['https://upload.wikimedia.org/wikipedia/commons/1/17/2000-_New_coal-fired_power_capacity_-_Global_Energy_Monitor.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/2000-_Retired_coal-fired_power_capacity_-_Global_Energy_Monitor.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Abspannportal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Aerial_view_of_ash_slide_site_Dec_23_2008_TVA.gov_123002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Ambox_rewrite.svg']"
Suicide,Suicide is the act of intentionally causing one's own death.,"['https://upload.wikimedia.org/wikipedia/commons/3/3e/200012_Suicide_methods_in_order_of_lethality_-_variable-width_bar_chart.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/2010_suicide_rates_-_gun_versus_non-gun_-_high-income_countries.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/72nd_Shinbu_1945_Kamikaze.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/A_Hindoo_Widow_Burning_Herself_with_the_Corpse_of_her_Husband.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Alexandre-Gabriel_Decamps_-_The_Suicide_-_Walters_3742.jpg']"
Ripping,Ripping is extracting all or parts of digital content from a container.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']"
Hemoglobin deficiency,Not found on Wikipedia,['Image not found']
Bue,Not found on Wikipedia,['Image not found']
Southeast Asia,"Southeast Asia, also spelled South East Asia and South-East Asia, and also known as Southeastern Asia, South-eastern Asia or SEA, is the geographical south-eastern region of Asia, consisting of the regions that are situated south of mainland China, east of the Indian subcontinent, and north-west of mainland Australia which is part of Oceania.","['https://upload.wikimedia.org/wikipedia/commons/f/f5/0008871_-_Krung_Thep_Bridge_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/201311301348a_ps.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/2022_Proton_Persona_1.6L_Executive_CVT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Ac.buddhists.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Angklung-arumba.jpg']"
Fa,Not found on Wikipedia,['Image not found']
Color perception,Not found on Wikipedia,['Image not found']
Complex system,A complex system is a system composed of many components which may interact with each other.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/2018_Map_of_the_Complexity_Sciences_HD.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/A_Trajectory_Through_Phase_Space_in_a_Lorenz_Attractor.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Alternative_stable_states%2C_critical_transitions%2C_and_the_direction_of_critical_slowing_down.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Complex-adaptive-system.jpg']"
BM1,Not found on Wikipedia,['Image not found']
International Convention for Utilization of International Rivers,Not found on Wikipedia,['Image not found']
Roof,"A roof (PL: roofs or rooves) is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind.","['https://upload.wikimedia.org/wikipedia/commons/b/b2/Ashdod_2005%2C_rooftop_view_p2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Buildings_from_Peace_Avenue.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Churches_in_Olomouc.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
