entity1,entity_1_type,entity2,entity_2_type,relation,sentence
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
Natural rubber,plant material,Medicine,academic discipline,use,"Various materials necessary for human survival, such as coal, petrol, rayon, paper, rubber, medicine, etc.
"
Photosynthesis,biological process,Biological process,process,instance of,"result from the photosynthesis process.
"
Energy,physical quantity,Biological process,process,part of,"Presence of chlophyll in plant Plant Chloroplast Chlorophill 114 Science  Respiration Every organism constantly needs energy for various biological processes.
"
Photosynthesis,biological process,Sunlight,light,uses,"This energy comes from sunlight in the process of photosynthesis.
"
Energy,physical quantity,Food,disposable product,part of,"Energy is stored in carbohydrates, proteins, and lipid molecules in our food.
"
Thermal energy,energy,Energy,physical quantity,subclass of,"Respiration is the process of converting this energy contained in food into kinetic and thermal energy in the presence of oxygen in the body.
"
Thermal energy,physical quantity,Kinetic energy,physical quantity,subclass of,"By this kinetic and thermal energy, living organisms complete physiological functions such as food intake, movement, excretion, growth, reproduction, etc.
"
Respiration,biological process,Metabolism,biological process,subclass of,"Respiration is a metabolic process.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"Most organisms inhale oxygen from the environment during this process and exhale carbon dioxide.
"
Animal,taxon,Plant,taxon,subclass of,"However, some simple plants and animals can carry out respiration without oxygen.
"
Aerobic respiration,biological process,Respiration,biological process,subclass of,"Respiration that takes place in the presence of oxygen is called aerobic respiration.
"
Anaerobic respiration,biological process,Respiration,biological process,subclass of,"On the other hand, the process of respiration in the absence of oxygen is called anaerobic respiration.
"
Carbon dioxide,None,Respiration,biological process,has parts of the class,"Carbon dioxide is produced in both types of respiration.
"
Plant,taxon,Life,phenomenon,parent taxon,"In every living cell of plants and animals, respiration function happens day and night.
"
Human,organisms known by a particular common name,Oxygen,chemical element,notable work,"The main reason we humans cannot live without oxygen is that our energy production is impossible without oxygen.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"In the presence of oxygen, the food we consume is oxidized (the reaction of oxygen with the chemical components of the food) to produce energy, and carbon dioxide is released simultaneously.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"From the above discussion, it can be said that respiration is the biochemical process in which the chemical energy of food in an organism is converted into kinetic and heat energy and released after being deoxidized in the presence (or absence) of oxygen resulting in the releases of carbon dioxide and water.
"
Plant,taxon,Organism,anatomical entity,subclass of,"The process of respiration is basically the same in different living cells of plants and animals.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"However, oxygen inhalation and carbon dioxide exhalation systems vary from organism to organism.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"The process of exchanging oxygen and carbon dioxide during respiration in the plant body is relatively simple.
"
Respiratory system,anatomical structure,Plant,taxon,part of,"Plants have no specific respiratory organs.
"
Stomata,plant structure,Plant body,plant organ,part of,"Air enters the plant body through leaf stomata, stem pores, and intracellular cavities.
"
Trachea,anatomical structure,Skin,anatomical structure,connects with,"In simple animals, respiration is done mainly through the skin and trachea.
"
Carbon dioxide,None,Oxygen,chemical element,has parts of the class,"Complex animals have specialized respiratory organs for the exchange of oxygen and carbon dioxide in respiration.
"
Gill,organ,Fish,taxon,part of,"For example, fish and tadpoles perform respiration with the help of gills; and terrestrial vertebrates perform with the help of lungs.
"
Experiment on respiration,experiment,Respiration,biological process,facet of,"The energy produced during respiration can be proved by the experiment described below.
"
Thermometer,measuring instrument,Energy,physical quantity,measures,"115 Energy Flow in Organisms  Evidence of energy production during respiration Requirements: Two thermo flasks, two thermometers, germinated gram seeds, boiled gram seeds and perforated rubber cork.
"
Gram,organisms known by a particular common name,Seed,food,subclass of,"Experiment: Keeping the germinated gram seeds in a thermo flask the mouth should be closed with a perforated cork.
"
Thermometer,measuring instrument,Thermometer,measuring instrument,subclass of,"Then a thermometer should be inserted through the hole of the cork in such a way that the lower end of the thermometer enters the germinated gram seeds.
"
Thermo flask,laboratory equipment,Thermometer,measuring instrument,subclass of,"Similarly the boiled gram seeds to be kept in the other thermo flask and the other thermometer should be placed.
"
Thermo flask,laboratory equipment,Thermometer,measuring instrument,subclass of,"Thermometer observation: After a while, as warmth increases in the thermo flask of the living germinated gram seed, the temperature in the thermometer also changes.
"
Thermo flask,laboratory equipment,Temperature,scalar quantity,has quality,"The temperature of the thermo flask containing boiled seeds has not increased.
"
Thermometer,measuring instrument,Temperature,scalar quantity,measures,"That means the temperature of the thermometer placed in this thermo flask remains unchanged.
"
Respiration,biological process,Respiration,biological process,different from,"As a result, the respiration process is not happening there.
"
Heat,physical quantity,Temperature,scalar quantity,calculated from,"The heat energy generated there is increasing the temperature.
"
Respiration,biological process,Heat,physical quantity,subclass of,"This proves that heat energy is produced as a result of respiration in living cells.
"
Thermometer,measuring instrument,Temperature,scalar quantity,measures,"Thermometer Thermoflask gram seeds germinated seeds 116 Science Reqwrements: 'fwo tlhtermo fllasb1 two thermometers1 gemrinatedl gram seedls1 lboiledl gram seeds and! perforated! rulblber cork Experiment: Keepnng the gemrinatedl gram seeds nn a thermo fllask tlhte moutlht shoulldl lbe dosed! wnili a perforated! cork 'fhen a thermometer shoulldl lbe nnsertedl through tlhte hole of the cork nn such a way that tlhte lower end! of tlhte tlhtermometer enters tlhte germnnatedl gram seeds, Snmilady tlhte lboiledl gram seeds to lbe kept nn the oilier thermo flask and! ilie other thermometer shoulldl lbe pfacedl, 'fhe mercury temperature position of each tlhtermometer shoulldl lbe marked!, Thermometer olbsenratfon:  Human respiration You must have noticed that when we exhale through the nose (and mouth), we see the air coming out like light smoke in winter.
"
Exhalation,biological process,Inhale,biological process,follows,"We usually inhale air through the nose and exhale.
"
Lung,nan,Lung,nan,part of,"Thus, the size of the lung increases and decreases.
"
